category,mechanism,word1,word2,word3,word4,answer,coherence_score,hypernym_depth,bucket_size
yellow,wordnet_easy_hypernym,cop,lieutenant,policeman,sergeant,lawman,0.5800,6,22
yellow,wordnet_easy_hypernym,coloratura,singer,violinist,vocalist,musician,0.4509,6,24
yellow,wordnet_easy_hypernym,adhesion,muscle,parenchyma,posterior,animal tissue,0.3685,6,59
yellow,wordnet_easy_hypernym,bypass,expressway,freeway,interstate,highway,0.4400,7,7
yellow,wordnet_easy_hypernym,arm,finger,thumb,toe,extremity,0.4560,6,17
yellow,wordnet_easy_hypernym,dentist,diagnostician,veterinarian,veterinary,medical practitioner,0.4115,7,20
yellow,wordnet_easy_hypernym,abode,cabin,cottage,farmhouse,housing,0.4536,6,34
yellow,wordnet_easy_hypernym,forehead,jaw,posterior,rib,bone,0.4491,8,23
yellow,wordnet_easy_hypernym,anterior,cheekbone,epiphysis,shin,bone,0.3658,8,23
yellow,wordnet_easy_hypernym,forehead,posterior,scalp,submucosa,connective tissue,0.3695,7,32
yellow,wordnet_easy_hypernym,cheekbone,shin,teeth,tooth,bone,0.4213,8,23
yellow,wordnet_easy_hypernym,rocker,soloist,soprano,tenor,musician,0.4320,6,24
yellow,wordnet_easy_hypernym,calorimeter,log,pyrometer,thermocouple,measuring instrument,0.3624,8,31
yellow,wordnet_easy_hypernym,dinner,feast,lunch,snack,meal,0.4536,6,16
yellow,wordnet_easy_hypernym,cattleman,cowboy,cowman,shepherd,hired hand,0.4241,8,10
yellow,wordnet_easy_hypernym,archbishop,churchman,diocesan,minister,clergyman,0.4007,6,26
yellow,wordnet_easy_hypernym,orthodontist,psychiatrist,quack,surgeon,medical practitioner,0.3529,7,20
yellow,wordnet_easy_hypernym,filly,kitten,pup,puppy,young mammal,0.5429,8,12
yellow,wordnet_easy_hypernym,bootlegger,hoodlum,murderer,thief,criminal,0.4089,7,37
yellow,wordnet_easy_hypernym,captain,lieutenant,sergeant,skipper,military officer,0.4450,7,15
yellow,wordnet_easy_hypernym,costume,disguise,mask,masquerade,attire,0.3905,7,12
yellow,wordnet_easy_hypernym,baritone,guitar,piano,tambourine,musical instrument,0.5428,7,27
yellow,wordnet_easy_hypernym,bass,fiddle,piano,violin,musical instrument,0.5179,7,27
yellow,wordnet_easy_hypernym,calf,kitten,lamb,puppy,young,0.4105,7,16
yellow,wordnet_easy_hypernym,gangster,murderer,robber,thief,criminal,0.4792,7,37
yellow,wordnet_easy_hypernym,apple,cherry,orange,strawberry,edible fruit,0.4412,6,22
yellow,wordnet_easy_hypernym,orthodontist,pathologist,specialist,surgeon,medical practitioner,0.3516,7,20
yellow,wordnet_easy_hypernym,abdominal,biceps,calf,deltoid,skeletal muscle,0.4818,8,9
yellow,wordnet_easy_hypernym,chapel,church,smokehouse,tavern,building,0.3519,6,69
yellow,wordnet_easy_hypernym,baker,butcher,huckster,peddler,merchant,0.3643,6,15
yellow,wordnet_easy_hypernym,cargo,freight,inventory,loading,merchandise,0.3557,6,14
yellow,wordnet_easy_hypernym,avocado,filbert,lime,strawberry,fruit,0.4456,8,49
yellow,wordnet_easy_hypernym,orthodontist,physician,resident,surgeon,medical practitioner,0.4176,7,20
yellow,wordnet_easy_hypernym,breakwater,fence,gate,railing,barrier,0.3529,7,29
yellow,wordnet_easy_hypernym,baron,duke,lord,nobleman,male aristocrat,0.3536,6,10
yellow,wordnet_easy_hypernym,boatswain,captain,skipper,steward,sailor,0.3715,6,12
yellow,wordnet_easy_hypernym,cottage,farmhouse,mansion,palace,dwelling,0.5151,7,16
yellow,wordnet_easy_hypernym,dentist,physician,quack,veterinarian,medical practitioner,0.4135,7,20
yellow,wordnet_easy_hypernym,carrot,celery,pepper,radish,vegetable,0.4437,6,26
yellow,wordnet_easy_hypernym,boiler,porcelain,pottery,samovar,utensil,0.3656,7,14
yellow,wordnet_easy_hypernym,collie,hound,poodle,puppy,domestic animal,0.5592,7,15
yellow,wordnet_easy_hypernym,bandit,burglar,gangster,racketeer,criminal,0.4145,7,37
yellow,wordnet_easy_hypernym,cabin,hall,house,residence,dwelling,0.4001,7,16
yellow,wordnet_easy_hypernym,anterior,bone,rib,submucosa,animal tissue,0.3575,6,59
yellow,wordnet_easy_hypernym,cattleman,cowman,peasant,picker,laborer,0.3539,7,21
yellow,wordnet_easy_hypernym,horn,recorder,sax,saxophone,wind instrument,0.4142,8,13
yellow,wordnet_easy_hypernym,blackmailer,bully,henchman,racketeer,criminal,0.3533,7,37
yellow,wordnet_easy_hypernym,beard,bouffant,mustache,plume,body covering,0.3963,6,40
yellow,wordnet_easy_hypernym,artery,boulevard,driveway,expressway,road,0.3845,6,25
yellow,wordnet_easy_hypernym,academic,instructor,principal,teacher,educator,0.3663,6,19
yellow,wordnet_easy_hypernym,berry,fig,lemon,peach,fruit,0.5121,8,49
yellow,wordnet_easy_hypernym,claw,finger,forearm,thigh,extremity,0.3721,6,17
yellow,wordnet_easy_hypernym,colon,liver,lung,rumen,internal organ,0.4630,6,11
yellow,wordnet_easy_hypernym,banana,lemon,pear,strawberry,edible fruit,0.5220,6,22
yellow,wordnet_easy_hypernym,firearm,handgun,musket,rifle,weapon,0.5584,8,40
yellow,wordnet_easy_hypernym,diagnostician,psychiatrist,specialist,surgeon,doctor,0.3502,8,16
yellow,wordnet_easy_hypernym,bloodhound,collie,husky,poodle,dog,0.5020,8,11
yellow,wordnet_easy_hypernym,matron,orthodontist,physician,surgeon,health professional,0.4081,6,25
yellow,wordnet_easy_hypernym,archbishop,celebrant,dean,pastor,clergyman,0.3630,6,26
yellow,wordnet_easy_hypernym,bandage,bedspread,blanket,coverlet,cloth covering,0.3892,6,30
yellow,wordnet_easy_hypernym,baker,jeweler,peddler,trader,merchant,0.3699,6,15
yellow,wordnet_easy_hypernym,encampment,farmhouse,lodge,monastery,housing,0.3745,6,34
yellow,wordnet_easy_hypernym,mayonnaise,mustard,relish,sauce,condiment,0.3648,8,14
yellow,wordnet_easy_hypernym,blade,chisel,pitchfork,planer,tool,0.3620,7,50
yellow,wordnet_easy_hypernym,bean,gourd,grape,peanut,vine,0.4020,8,13
yellow,wordnet_easy_hypernym,blade,diaphragm,disk,rotor,rotating mechanism,0.3641,8,11
yellow,wordnet_easy_hypernym,coloratura,minstrel,soprano,tenor,singer,0.4024,7,13
yellow,wordnet_easy_hypernym,dealer,jeweler,peddler,seller,merchant,0.3837,6,15
yellow,wordnet_easy_hypernym,cottage,monastery,palace,villa,dwelling,0.4621,7,16
yellow,wordnet_easy_hypernym,jaw,posterior,skull,tusk,bone,0.4380,8,23
yellow,wordnet_easy_hypernym,cabbage,chili,marrow,tomato,vegetable,0.4180,6,26
yellow,wordnet_easy_hypernym,convent,cottage,manor,monastery,house,0.4562,7,14
yellow,wordnet_easy_hypernym,anterior,epiphysis,posterior,scalp,connective tissue,0.4264,7,32
yellow,wordnet_easy_hypernym,forehead,shin,tooth,tusk,bone,0.3682,8,23
yellow,wordnet_easy_hypernym,fang,shin,skull,teeth,bone,0.3656,8,23
yellow,wordnet_easy_hypernym,bloodhound,chow,poodle,puppy,dog,0.4243,8,11
yellow,wordnet_easy_hypernym,baby,calf,kitten,puppy,young mammal,0.4907,8,12
yellow,wordnet_easy_hypernym,butter,cheese,cream,milk,dairy product,0.4244,6,6
yellow,wordnet_easy_hypernym,dentist,diagnostician,doctor,specialist,medical practitioner,0.3620,7,20
yellow,wordnet_easy_hypernym,bobby,inspector,officer,sergeant,lawman,0.3903,6,22
yellow,wordnet_easy_hypernym,bishop,father,pastor,rector,clergyman,0.4030,6,26
yellow,wordnet_easy_hypernym,bobby,cop,inspector,trooper,policeman,0.3579,7,12
yellow,wordnet_easy_hypernym,bloodhound,collie,puppy,terrier,dog,0.5879,8,11
yellow,wordnet_easy_hypernym,coloratura,pianist,soloist,soprano,musician,0.6371,6,24
yellow,wordnet_easy_hypernym,catsup,gravy,mayonnaise,olive,condiment,0.4029,8,14
yellow,wordnet_easy_hypernym,coffeepot,mixer,samovar,saucepan,kitchen utensil,0.3597,8,10
yellow,wordnet_easy_hypernym,burglar,gun,murderer,thief,criminal,0.4004,7,37
yellow,wordnet_easy_hypernym,catsup,mayonnaise,mole,mustard,condiment,0.3688,8,14
yellow,wordnet_easy_hypernym,brothel,convent,inn,motel,building,0.4162,6,69
yellow,wordnet_easy_hypernym,bacteria,bug,kelp,virus,microorganism,0.3875,6,11
yellow,wordnet_easy_hypernym,breakwater,fence,wall,weir,barrier,0.3892,7,29
yellow,wordnet_easy_hypernym,bone,shin,tooth,tusk,connective tissue,0.3933,7,32
yellow,wordnet_easy_hypernym,cowboy,cowhand,gypsy,wrangler,laborer,0.3548,7,21
yellow,wordnet_easy_hypernym,brass,horn,saxophone,whistle,wind instrument,0.3814,8,13
yellow,wordnet_easy_hypernym,bean,cayenne,celery,spinach,vegetable,0.4672,6,26
yellow,wordnet_easy_hypernym,diamond,earring,gem,pearl,jewelry,0.4118,7,17
yellow,wordnet_easy_hypernym,brain,cortex,hypothalamus,nucleus,neural structure,0.4365,6,9
yellow,wordnet_easy_hypernym,baron,industrialist,proprietor,publisher,businessman,0.3506,6,19
yellow,wordnet_easy_hypernym,dealer,huckster,peddler,pusher,seller,0.3585,7,4
yellow,wordnet_easy_hypernym,baritone,fiddle,sax,saxophone,musical instrument,0.5287,7,27
yellow,wordnet_easy_hypernym,doctor,intern,physician,veterinarian,medical practitioner,0.3969,7,20
yellow,wordnet_easy_hypernym,cherry,corn,grain,strawberry,fruit,0.3670,8,49
yellow,wordnet_easy_hypernym,balustrade,barricade,fence,railing,barrier,0.4401,7,29
yellow,wordnet_easy_hypernym,banana,berry,grapefruit,pineapple,fruit,0.5410,8,49
yellow,wordnet_easy_hypernym,castle,farmhouse,residence,villa,dwelling,0.4849,7,16
yellow,wordnet_easy_hypernym,gage,micrometer,pyrometer,thermocouple,measuring instrument,0.4460,8,31
yellow,wordnet_easy_hypernym,beet,potato,radish,tomato,vegetable,0.5821,6,26
yellow,wordnet_easy_hypernym,armchair,bookcase,dresser,stool,furniture,0.3927,7,49
yellow,wordnet_easy_hypernym,audio,recording,tape,transcription,memory device,0.3697,7,17
yellow,wordnet_easy_hypernym,arm,forearm,leg,pin,limb,0.4066,7,8
yellow,wordnet_easy_hypernym,banister,bar,railing,wall,barrier,0.3526,7,29
yellow,wordnet_easy_hypernym,doctor,orthodontist,specialist,veterinarian,health professional,0.3888,6,25
yellow,wordnet_easy_hypernym,marrow,parenchyma,pleura,posterior,animal tissue,0.4126,6,59
yellow,wordnet_easy_hypernym,girdle,heel,hip,spine,skeletal structure,0.3987,6,9
yellow,wordnet_easy_hypernym,abode,hearth,house,residence,housing,0.4235,6,34
yellow,wordnet_easy_hypernym,cottage,inn,lodge,residence,building,0.4625,6,69
yellow,wordnet_easy_hypernym,batter,hitter,pitcher,shortstop,ballplayer,0.5784,6,16
yellow,wordnet_easy_hypernym,fang,scalp,teeth,tusk,connective tissue,0.3714,7,32
yellow,wordnet_easy_hypernym,forehead,hammer,skull,tusk,animal tissue,0.3599,6,59
yellow,wordnet_easy_hypernym,alley,artery,boulevard,street,thoroughfare,0.4205,7,8
yellow,wordnet_easy_hypernym,arrow,gun,hatchet,knife,weapon,0.3767,8,40
yellow,wordnet_easy_hypernym,bandstand,deck,pier,wharf,platform,0.4397,7,22
yellow,wordnet_easy_hypernym,biceps,deltoid,lat,pectoralis,skeletal muscle,0.4004,8,9
yellow,wordnet_easy_hypernym,cape,pant,sable,shirt,garment,0.3550,7,69
yellow,wordnet_easy_hypernym,anterior,jaw,skull,tooth,bone,0.4172,8,23
yellow,wordnet_easy_hypernym,bacteria,bug,germ,seaweed,microorganism,0.3667,6,11
yellow,wordnet_easy_hypernym,dentist,orthodontist,physician,veterinary,medical practitioner,0.4621,7,20
yellow,wordnet_easy_hypernym,girdle,lingerie,poncho,underwear,garment,0.4186,7,69
yellow,wordnet_easy_hypernym,diaper,muffler,poncho,raincoat,garment,0.3619,7,69
yellow,wordnet_easy_hypernym,chow,hound,puppy,terrier,dog,0.4161,8,11
yellow,wordnet_easy_hypernym,bed,bunk,chest,sofa,furniture,0.4011,7,49
yellow,wordnet_easy_hypernym,fennel,legume,radish,spinach,vegetable,0.4838,6,26
yellow,wordnet_easy_hypernym,epiphysis,marrow,posterior,skull,animal tissue,0.3538,6,59
yellow,wordnet_easy_hypernym,barbecue,picnic,supper,tea,meal,0.4099,6,16
yellow,wordnet_easy_hypernym,dinner,feast,picnic,refreshment,meal,0.3884,6,16
yellow,wordnet_easy_hypernym,doctor,matron,pathologist,physician,health professional,0.4119,6,25
yellow,wordnet_easy_hypernym,oasis,refuge,sanctuary,tent,shelter,0.3646,6,14
yellow,wordnet_easy_hypernym,collage,graphic,likeness,portrait,picture,0.3655,7,13
yellow,wordnet_easy_hypernym,cafe,canteen,saloon,teahouse,building,0.3580,6,69
yellow,wordnet_easy_hypernym,lodge,manor,palace,residence,house,0.3674,7,14
yellow,wordnet_easy_hypernym,buckboard,bus,cab,wheel,wheeled vehicle,0.3567,7,55
yellow,wordnet_easy_hypernym,epiphysis,scalp,teeth,tooth,connective tissue,0.3590,7,32
yellow,wordnet_easy_hypernym,necktie,overcoat,shawl,trouser,garment,0.4233,7,69
yellow,wordnet_easy_hypernym,bouffant,haircut,mustache,scalp,body covering,0.3801,6,40
yellow,wordnet_easy_hypernym,baker,butcher,draper,trader,merchant,0.3866,6,15
yellow,wordnet_easy_hypernym,castle,farmhouse,hall,lodge,dwelling,0.3513,7,16
yellow,wordnet_easy_hypernym,bathrobe,jacket,lingerie,necktie,garment,0.3903,7,69
yellow,wordnet_easy_hypernym,fang,finger,thigh,thumb,extremity,0.3695,6,17
yellow,wordnet_easy_hypernym,colt,filly,lamb,pup,young mammal,0.4024,8,12
yellow,wordnet_easy_hypernym,hammer,hatchet,pitchfork,wrench,tool,0.3845,7,50
yellow,wordnet_easy_hypernym,convent,farmhouse,mansion,residence,dwelling,0.4660,7,16
yellow,wordnet_easy_hypernym,cheekbone,epiphysis,parenchyma,tonsil,animal tissue,0.3862,6,59
yellow,wordnet_easy_hypernym,blackmailer,bully,gangster,traitor,criminal,0.3569,7,37
yellow,wordnet_easy_hypernym,bandstand,dock,pier,pulpit,horizontal surface,0.3611,6,29
yellow,wordnet_easy_hypernym,necktie,robe,scarf,teddy,garment,0.4627,7,69
yellow,wordnet_easy_hypernym,bone,epiphysis,posterior,skin,connective tissue,0.3962,7,32
yellow,wordnet_easy_hypernym,convent,monastery,palace,villa,house,0.4985,7,14
yellow,wordnet_easy_hypernym,cop,matron,policeman,warden,lawman,0.4104,6,22
yellow,wordnet_easy_hypernym,cafe,convent,monastery,tavern,building,0.4065,6,69
yellow,wordnet_easy_hypernym,bedroom,compartment,kitchen,vestibule,room,0.3914,7,69
yellow,wordnet_easy_hypernym,farmhouse,hall,manor,monastery,dwelling,0.3778,7,16
yellow,wordnet_easy_hypernym,cheekbone,posterior,rib,tooth,bone,0.3762,8,23
yellow,wordnet_easy_hypernym,bite,buffet,dinner,feast,meal,0.4014,6,16
yellow,wordnet_easy_hypernym,cruiser,sedan,tractor,wheel,wheeled vehicle,0.3846,7,55
yellow,wordnet_easy_hypernym,door,kitchen,pantry,salon,room,0.3648,7,69
yellow,wordnet_easy_hypernym,mosaic,painting,sculpture,watercolor,art,0.5364,6,37
yellow,wordnet_easy_hypernym,butcher,dealer,grocer,trader,merchant,0.3692,6,15
yellow,wordnet_easy_hypernym,cop,lieutenant,matron,patrolman,lawman,0.4121,6,22
yellow,wordnet_easy_hypernym,brigadier,colonel,lieutenant,skipper,commissioned officer,0.3946,8,11
yellow,wordnet_easy_hypernym,bean,beet,onion,sorrel,vegetable,0.4684,6,26
yellow,wordnet_easy_hypernym,box,couch,divan,dresser,furniture,0.3528,7,49
yellow,wordnet_easy_hypernym,coffeepot,mixer,samovar,skillet,utensil,0.3634,7,14
yellow,wordnet_easy_hypernym,bandstand,bridge,dock,pier,platform,0.4314,7,22
yellow,wordnet_easy_hypernym,cannon,gun,knife,spear,weapon,0.3747,8,40
yellow,wordnet_easy_hypernym,bobby,cop,patrolman,sergeant,lawman,0.4747,6,22
yellow,wordnet_easy_hypernym,brigadier,colonel,commander,corporal,military officer,0.5611,7,15
yellow,wordnet_easy_hypernym,intern,physician,psychiatrist,surgeon,health professional,0.3719,6,25
yellow,wordnet_easy_hypernym,brigadier,colonel,lieutenant,skipper,military officer,0.3946,7,15
yellow,wordnet_easy_hypernym,bootlegger,gangster,henchman,traitor,criminal,0.3861,7,37
yellow,wordnet_easy_hypernym,cabin,farmhouse,lodge,palace,house,0.3745,7,14
yellow,wordnet_easy_hypernym,mushroom,onion,potato,tomato,vegetable,0.5987,6,26
yellow,wordnet_easy_hypernym,catcher,closer,pitcher,southpaw,ballplayer,0.3572,6,16
yellow,wordnet_easy_hypernym,pan,samovar,saucepan,skillet,kitchen utensil,0.4322,8,10
yellow,wordnet_easy_hypernym,cabin,farmhouse,hearth,monastery,housing,0.3530,6,34
yellow,wordnet_easy_hypernym,canon,dean,priest,rector,clergyman,0.3617,6,26
yellow,wordnet_easy_hypernym,gravy,mustard,olive,sauce,condiment,0.3617,8,14
yellow,wordnet_easy_hypernym,carving,engraving,fresco,watercolor,art,0.3666,6,37
yellow,wordnet_easy_hypernym,ball,handgun,pistol,shot,weapon,0.3825,8,40
yellow,wordnet_easy_hypernym,bacteria,kelp,seaweed,tang,microorganism,0.3575,6,11
yellow,wordnet_easy_hypernym,forearm,pin,thigh,thumb,extremity,0.4031,6,17
yellow,wordnet_easy_hypernym,cabin,cottage,dwelling,manor,housing,0.3764,6,34
yellow,wordnet_easy_hypernym,farmhouse,lodge,palace,villa,dwelling,0.4410,7,16
yellow,wordnet_easy_hypernym,claw,forearm,leg,toe,extremity,0.3800,6,17
yellow,wordnet_easy_hypernym,algae,germ,kelp,virus,microorganism,0.3525,6,11
yellow,wordnet_easy_hypernym,jelly,mint,savory,sweet,dainty,0.3561,6,19
yellow,wordnet_easy_hypernym,fig,nut,peach,pear,fruit,0.4310,8,49
yellow,wordnet_easy_hypernym,banana,berry,grapefruit,peach,edible fruit,0.5232,6,22
yellow,wordnet_easy_hypernym,inspector,lieutenant,policeman,sheriff,lawman,0.3570,6,22
yellow,wordnet_easy_hypernym,lodge,manor,mansion,villa,dwelling,0.4790,7,16
yellow,wordnet_easy_hypernym,bass,drum,tambourine,woodwind,musical instrument,0.4105,7,27
yellow,wordnet_easy_hypernym,aorta,artery,capillary,vein,vessel,0.3824,7,5
yellow,wordnet_easy_hypernym,house,manor,mansion,residence,housing,0.5228,6,34
yellow,wordnet_easy_hypernym,forehead,nasal,posterior,shin,bone,0.3692,8,23
yellow,wordnet_easy_hypernym,deputy,marshal,sergeant,trooper,lawman,0.3884,6,22
yellow,wordnet_easy_hypernym,chancellor,headmaster,principal,schoolmaster,educator,0.3862,6,19
yellow,wordnet_easy_hypernym,baby,foal,pup,puppy,young mammal,0.5545,8,12
yellow,wordnet_easy_hypernym,chow,collie,dog,stray,domestic animal,0.3778,7,15
yellow,wordnet_easy_hypernym,butcher,grocer,peddler,retailer,merchant,0.3576,6,15
yellow,wordnet_easy_hypernym,dentist,doctor,intern,veterinarian,health professional,0.3702,6,25
yellow,wordnet_easy_hypernym,breakfast,buffet,refreshment,supper,meal,0.4924,6,16
yellow,wordnet_easy_hypernym,colon,jejunum,kidney,liver,internal organ,0.5337,6,11
yellow,wordnet_easy_hypernym,arrow,firearm,pistol,sword,weapon,0.4461,8,40
yellow,wordnet_easy_hypernym,epiphysis,posterior,radius,submucosa,connective tissue,0.3779,7,32
yellow,wordnet_easy_hypernym,beast,brute,ruffian,savage,attacker,0.4072,6,11
yellow,wordnet_easy_hypernym,highway,parkway,trail,turnpike,road,0.5046,6,25
yellow,wordnet_easy_hypernym,abstraction,canvas,cityscape,landscape,painting,0.3514,8,9
yellow,wordnet_easy_hypernym,detective,inspector,matron,sergeant,lawman,0.3752,6,22
yellow,wordnet_easy_hypernym,jaw,rib,shin,tusk,bone,0.4218,8,23
yellow,wordnet_easy_hypernym,convent,cottage,house,villa,dwelling,0.4701,7,16
yellow,wordnet_easy_hypernym,barrack,hall,mansion,palace,housing,0.3831,6,34
yellow,wordnet_easy_hypernym,guitarist,monk,pianist,singer,musician,0.4062,6,24
yellow,wordnet_easy_hypernym,fiddle,horn,sax,woodwind,musical instrument,0.4823,7,27
yellow,wordnet_easy_hypernym,boulevard,bypass,highway,turnpike,road,0.3637,6,25
yellow,wordnet_easy_hypernym,boulevard,highway,line,thoroughfare,road,0.3901,6,25
yellow,wordnet_easy_hypernym,dealer,huckster,peddler,pusher,merchant,0.3585,6,15
yellow,wordnet_easy_hypernym,cheekbone,forehead,jaw,posterior,connective tissue,0.4845,7,32
yellow,wordnet_easy_hypernym,horn,recorder,trumpet,woodwind,wind instrument,0.3751,8,13
yellow,wordnet_easy_hypernym,missile,pistol,rifle,shot,weapon,0.3878,8,40
yellow,wordnet_easy_hypernym,castle,convent,hall,monastery,house,0.4276,7,14
yellow,wordnet_easy_hypernym,boxcar,buckboard,sedan,truck,wheeled vehicle,0.3904,7,55
yellow,wordnet_easy_hypernym,banana,filbert,grapefruit,olive,fruit,0.3880,8,49
yellow,wordnet_easy_hypernym,castle,lodge,manor,monastery,house,0.4151,7,14
yellow,wordnet_easy_hypernym,bat,bludgeon,crutch,cudgel,stick,0.3506,7,14
yellow,wordnet_easy_hypernym,barricade,railing,wall,weir,barrier,0.3782,7,29
yellow,wordnet_easy_hypernym,epiphysis,shaft,skull,tusk,bone,0.3690,8,23
yellow,wordnet_easy_hypernym,biceps,calf,gastrocnemius,pectoralis,skeletal muscle,0.4011,8,9
yellow,wordnet_easy_hypernym,batter,fielder,pitcher,twirler,ballplayer,0.4162,6,16
yellow,wordnet_easy_hypernym,horn,recorder,sax,tambourine,musical instrument,0.3599,7,27
yellow,wordnet_easy_hypernym,delicious,grape,lemon,peach,edible fruit,0.4462,6,22
yellow,wordnet_easy_hypernym,costume,ensemble,frock,outfit,attire,0.3838,7,12
yellow,wordnet_easy_hypernym,berry,grape,peach,pineapple,edible fruit,0.5649,6,22
yellow,wordnet_easy_hypernym,bunk,crib,divan,hammock,furniture,0.3763,7,49
yellow,wordnet_easy_hypernym,lefthander,pitcher,shortstop,southpaw,ballplayer,0.5942,6,16
yellow,wordnet_easy_hypernym,cabin,lodge,residence,villa,house,0.4060,7,14
yellow,wordnet_easy_hypernym,biceps,calf,deltoid,lat,muscle,0.3642,7,10
yellow,wordnet_easy_hypernym,catcher,outfielder,shortstop,slugger,ballplayer,0.6563,6,16
yellow,wordnet_easy_hypernym,chemist,dentist,matron,surgeon,health professional,0.3504,6,25
yellow,wordnet_easy_hypernym,caravan,jeep,saloon,wagon,wheeled vehicle,0.4103,7,55
yellow,wordnet_easy_hypernym,breakfast,feast,snack,supper,meal,0.4555,6,16
yellow,wordnet_easy_hypernym,cop,detective,marshal,policeman,lawman,0.5065,6,22
yellow,wordnet_easy_hypernym,biceps,calf,pectoralis,serratus,muscle,0.3599,7,10
yellow,wordnet_easy_hypernym,abdominal,biceps,deltoid,serratus,muscle,0.4565,7,10
yellow,wordnet_easy_hypernym,apartment,castle,home,palace,housing,0.3570,6,34
yellow,wordnet_easy_hypernym,boxcar,buckboard,cab,wagon,wheeled vehicle,0.4455,7,55
yellow,wordnet_easy_hypernym,baritone,bass,coloratura,voice,singer,0.3553,7,13
yellow,wordnet_easy_hypernym,beard,haircut,mane,mustache,hair,0.5814,7,26
yellow,wordnet_easy_hypernym,abdominal,biceps,calf,gastrocnemius,muscle,0.4154,7,10
yellow,wordnet_easy_hypernym,academic,headmaster,lecturer,schoolmaster,educator,0.3534,6,19
yellow,wordnet_easy_hypernym,banquet,breakfast,buffet,tea,meal,0.3872,6,16
yellow,wordnet_easy_hypernym,diamond,emerald,necklace,pearl,jewelry,0.4388,7,17
yellow,wordnet_easy_hypernym,barrack,manor,monastery,villa,housing,0.3685,6,34
yellow,wordnet_easy_hypernym,baritone,minstrel,pianist,tenor,musician,0.4585,6,24
yellow,wordnet_easy_hypernym,cabana,hut,pavilion,tent,shelter,0.3676,6,14
yellow,wordnet_easy_hypernym,aide,brigadier,commander,lieutenant,military officer,0.4452,7,15
yellow,wordnet_easy_hypernym,calf,colt,kitten,pup,young mammal,0.4183,8,12
yellow,wordnet_easy_hypernym,assassin,fugitive,ghoul,henchman,criminal,0.3630,7,37
yellow,wordnet_easy_hypernym,bean,beet,carrot,radish,vegetable,0.4188,6,26
yellow,wordnet_easy_hypernym,celery,mushroom,radish,tomato,vegetable,0.5617,6,26
yellow,wordnet_easy_hypernym,pitcher,runner,shortstop,slugger,ballplayer,0.4107,6,16
yellow,wordnet_easy_hypernym,alto,guitarist,soloist,vocalist,musician,0.5900,6,24
yellow,wordnet_easy_hypernym,matron,pathologist,psychiatrist,surgeon,health professional,0.3788,6,25
yellow,wordnet_easy_hypernym,fur,hair,scalp,stubble,body covering,0.3642,6,40
yellow,wordnet_easy_hypernym,canvas,fresco,picture,watercolor,graphic art,0.3550,7,15
yellow,wordnet_easy_hypernym,broadcasting,cable,newspaper,radio,medium,0.3660,6,23
yellow,wordnet_easy_hypernym,bishop,canon,churchman,priest,clergyman,0.5038,6,26
yellow,wordnet_easy_hypernym,fuzz,haircut,mustache,stubble,hair,0.3987,7,26
yellow,wordnet_easy_hypernym,beard,fur,stubble,wool,body covering,0.3721,6,40
yellow,wordnet_easy_hypernym,calf,filly,pup,puppy,young,0.4157,7,16
yellow,wordnet_easy_hypernym,chisel,hatchet,knife,razor,cutting implement,0.4103,8,14
yellow,wordnet_easy_hypernym,governess,headmaster,mistress,schoolmaster,educator,0.3948,6,19
yellow,wordnet_easy_hypernym,abdominal,biceps,lat,pectoralis,muscle,0.3837,7,10
yellow,wordnet_easy_hypernym,baseball,basketball,bowl,football,ball,0.4440,8,6
yellow,wordnet_easy_hypernym,baritone,brass,horn,sax,wind instrument,0.3851,8,13
yellow,wordnet_easy_hypernym,ambulance,bus,carriage,tractor,wheeled vehicle,0.3567,7,55
yellow,wordnet_easy_hypernym,abode,castle,palace,residence,housing,0.4686,6,34
yellow,wordnet_easy_hypernym,bow,bullet,handgun,knife,weapon,0.3535,8,40
yellow,wordnet_easy_hypernym,churchman,king,priest,rector,clergyman,0.3730,6,26
yellow,wordnet_easy_hypernym,algae,bug,protozoa,virus,microorganism,0.3795,6,11
yellow,wordnet_easy_hypernym,anterior,epiphysis,fang,skull,bone,0.3529,8,23
yellow,wordnet_easy_hypernym,brass,tambourine,trumpet,woodwind,musical instrument,0.3925,7,27
yellow,wordnet_easy_hypernym,cloak,fur,skirt,veil,garment,0.3652,7,69
yellow,wordnet_easy_hypernym,dealer,grocer,seller,vendor,merchant,0.3568,6,15
yellow,wordnet_easy_hypernym,fuzz,hair,mane,mustache,body covering,0.4759,6,40
yellow,wordnet_easy_hypernym,fort,garrison,headquarters,outpost,military installation,0.3890,6,9
yellow,wordnet_easy_hypernym,calf,colt,filly,puppy,young mammal,0.3982,8,12
yellow,wordnet_easy_hypernym,cheekbone,forehead,jaw,tonsil,animal tissue,0.4834,6,59
yellow,wordnet_easy_hypernym,minaret,spire,steeple,turret,tower,0.4300,6,6
yellow,wordnet_easy_hypernym,apple,avocado,berry,lemon,edible fruit,0.5296,6,22
yellow,wordnet_easy_hypernym,audio,disk,tape,video,memory device,0.3846,7,17
yellow,wordnet_easy_hypernym,gum,jelly,nectar,peppermint,dainty,0.3591,6,19
yellow,wordnet_easy_hypernym,grape,lemon,orange,pea,fruit,0.3627,8,49
yellow,wordnet_easy_hypernym,doctor,physician,specialist,veterinary,medical practitioner,0.3829,7,20
