category,mechanism,word1,word2,word3,word4,answer
blue,wordnet_direct_hypernym,drain,elbow,main,manifold,pipe
blue,wordnet_direct_hypernym,binding,gather,mend,patch,sewing
blue,wordnet_direct_hypernym,interne,resident,specialist,veterinarian,doctor
blue,wordnet_direct_hypernym,beard,brow,curl,lash,hair
blue,wordnet_direct_hypernym,accommodation,dormitory,hall,harem,living quarters
blue,wordnet_direct_hypernym,kit,outfit,rig,tackle,gear
blue,wordnet_direct_hypernym,box,cab,stall,trunk,compartment
blue,wordnet_direct_hypernym,fugitive,pusher,runner,thief,criminal
blue,wordnet_direct_hypernym,cab,cabinet,locker,stall,compartment
blue,wordnet_direct_hypernym,box,cabinet,trunk,well,compartment
blue,wordnet_direct_hypernym,pickup,rig,tractor,van,truck
blue,wordnet_direct_hypernym,duplicate,miniature,modification,print,copy
blue,wordnet_direct_hypernym,cloudburst,deluge,downpour,shower,rain
blue,wordnet_direct_hypernym,frame,magnification,mosaic,stereo,photograph
blue,wordnet_direct_hypernym,cab,cabin,cockpit,stall,compartment
blue,wordnet_direct_hypernym,discus,saucer,target,weight,sports equipment
blue,wordnet_direct_hypernym,closeup,magnification,mosaic,scene,photograph
blue,wordnet_direct_hypernym,coffin,crate,flat,mailbox,box
blue,wordnet_direct_hypernym,first,park,third,transmission,gear
blue,wordnet_direct_hypernym,air,gust,squall,thermal,wind
blue,wordnet_direct_hypernym,pier,ring,rostrum,scaffold,platform
blue,wordnet_direct_hypernym,grinder,hamburger,hero,western,sandwich
blue,wordnet_direct_hypernym,darn,mend,patchwork,stitch,sewing
blue,wordnet_direct_hypernym,bond,gravitation,gravity,magnetism,attraction
blue,wordnet_direct_hypernym,brassiere,dress,frock,wrapper,woman's clothing
blue,wordnet_direct_hypernym,axis,branch,bulb,cutting,stalk
blue,wordnet_direct_hypernym,marine,regular,rifleman,territorial,soldier
blue,wordnet_direct_hypernym,burner,centrifuge,generator,reactor,apparatus
blue,wordnet_direct_hypernym,bootlegger,hood,parolee,runner,criminal
blue,wordnet_direct_hypernym,drum,kettle,piano,triangle,percussion instrument
blue,wordnet_direct_hypernym,border,hem,molding,shoulder,edge
blue,wordnet_direct_hypernym,infantryman,marine,territorial,trooper,soldier
blue,wordnet_direct_hypernym,cage,coop,lock,pen,enclosure
blue,wordnet_direct_hypernym,irradiation,meteor,moon,sunshine,light
blue,wordnet_direct_hypernym,disc,register,stack,store,memory device
blue,wordnet_direct_hypernym,filling,pile,tinsel,warp,thread
blue,wordnet_direct_hypernym,aerator,pendulum,reformer,telegraph,apparatus
blue,wordnet_direct_hypernym,bazaar,booth,pharmacy,salon,shop
blue,wordnet_direct_hypernym,bulwark,fence,grate,railing,barrier
blue,wordnet_direct_hypernym,banister,bulwark,grate,rail,barrier
blue,wordnet_direct_hypernym,calf,deltoid,pecs,pectoralis,skeletal muscle
blue,wordnet_direct_hypernym,blaze,spot,streak,stripe,marking
